,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,class
51705,45083.0,1.214251221,0.321666468,0.282477863,0.641297736,-0.167109185,-0.598540989,0.021434963,-0.07608512,-0.000471061,-0.332245069,0.188019053,0.423057224,0.399631056,-0.297817262,1.324581669,0.176963978,0.261977179,-0.771929827,-0.557886899,-0.101115069,-0.258062713,-0.699431699,0.156970315,0.039195983,0.150016291,0.123523663,-0.005230448,0.027739743,1.29,0
219345,141693.0,1.726579742,-1.641894988,-2.362197654,-1.550207895,-0.19395905,-0.565045864,0.241271553,-0.397477757,-0.561470755,0.541749908,0.102677309,0.809383163,1.008749253,0.432610216,-0.273123842,-1.596875282,-0.499102063,1.465539874,0.19653489,0.039701685,-0.139198234,-0.37721178,-0.231533041,-1.024779134,-0.000462939,0.767615543,-0.129414567,-0.044918282,284.15,0
31858,36542.0,1.350920952,-0.752386049,0.413726272,-0.931834205,-0.86541428,0.207104088,-0.922678614,0.123086509,-0.722137214,0.795846405,0.135907156,0.152384039,0.458951096,0.006491611,0.569403273,-0.363603594,-0.856992592,1.95270791,-0.147016272,-0.367695356,-0.487147472,-1.025866496,0.024155198,-0.840431148,0.025427707,0.911737229,-0.039835677,0.003494128,32.75,0
27611,34625.0,-1.071595352,0.286576773,1.662923798,-0.139617873,1.047805332,1.689905272,0.3788997,0.48695071,-0.080164433,-0.164004465,1.900575354,1.030931713,-0.456825416,-0.085990422,0.042233614,-1.564812536,0.902822609,-1.986927935,-0.849570772,0.009625583,-0.059706855,0.352595585,0.104519622,-0.98715077,-0.357864222,0.316034503,0.101429471,-0.065413758,25.54,0
1697,1313.0,-1.360261926,1.542734889,1.656781122,0.966888518,-0.512782512,-0.321964128,0.174817553,0.401853553,-0.137097474,-0.238691104,-0.948046932,0.141122557,-0.29178128,0.105680961,0.091346904,-0.563256521,0.389369733,-0.247966489,0.922160535,-0.012622021,-0.172938575,-0.512887867,-0.138364062,0.362893102,0.372738824,-0.428265361,-0.195058581,0.080167289,0.99,0
12835,22540.0,1.120927554,-0.010229223,0.817255601,0.986001844,-0.456058128,0.110787042,-0.418081317,0.106895575,1.678163737,-0.450659224,2.204817588,-1.379428668,1.083605154,1.551484517,-1.562970051,-0.53430888,0.944587254,-0.267600513,-0.160857868,-0.210238787,-0.148230559,0.042537334,-0.033516733,0.215098894,0.419388612,0.400254925,-0.032542259,-0.007273936,10.0,0
75241,55966.0,1.090940558,-0.174879201,0.563112262,0.752102864,-0.546251562,-0.056488199,-0.260680641,0.206888502,0.3853328,-0.039739042,1.212737585,0.61002269,-1.501442385,0.436586423,-0.525849962,-0.372935637,0.210047944,-0.566467293,0.07545626,-0.190231628,-0.142183354,-0.340854451,0.053188131,0.233457771,0.271611272,0.270656504,-0.021999885,0.002177292,27.43,0
60859,49537.0,-1.396874084,-0.089024638,1.758583531,0.321912398,-1.113195931,-0.291659427,0.038412804,0.545465341,0.043615809,-1.012660525,-1.0453531,-0.124285941,-0.323106704,0.051352739,0.471771234,0.382179075,-0.103160117,0.37293381,-0.072089582,0.329958985,0.359036996,0.56037523,0.216587001,0.422041535,-0.133226889,0.519467294,-0.074186712,0.001597168,171.0,0
201367,133852.0,2.151507033,-0.806283634,-1.53771153,-0.657878402,-0.148923228,-0.204766087,-0.366063219,-0.108223884,-0.535365962,1.018410107,-0.400370858,0.205574153,-0.131873677,0.310080156,-0.898419836,-1.182707939,-0.542053829,1.336828683,0.173382075,-0.558955085,-0.650007717,-1.356834264,0.231079613,-1.139474216,-0.289002704,0.404053804,-0.067378831,-0.075899188,31.96,0
146139,87482.0,-1.17489559,1.90542605,-0.728222067,-1.035514229,1.032997148,-0.814065955,1.486049515,-0.665283282,1.81389534,1.975665355,-0.439846528,-0.622548958,-0.542722746,-2.048153599,0.023829769,-0.003169046,-0.022058667,-0.316183206,-0.379609217,1.075395849,-0.730549681,-0.967730899,0.066469829,0.43281166,-0.133121284,0.068381626,0.455808134,-0.115400761,8.99,0
183613,125877.0,-0.83312456,0.719881148,-1.267407698,0.969202238,1.863014619,-1.212958086,0.789067188,0.117649936,-1.113059855,0.018054028,-1.303446461,0.050336696,0.429877804,1.078756785,0.271338823,-0.736389856,-0.099014379,0.035224673,0.646573779,0.248414029,0.379773416,0.886254025,-0.203808915,0.513189611,-0.248041778,-0.410378516,0.368260999,0.092604124,3.6,0
22711,32395.0,-0.763428425,-1.492680527,2.773661137,0.297883391,-1.75937948,1.244166871,-1.279182524,0.574005567,0.022094153,0.259266627,-0.014942308,0.049734326,-0.072901168,-1.41239802,-1.611106944,0.088073496,1.230037005,-0.095017338,3.153399677,0.819141239,0.54251775,1.575723806,0.161235659,0.085603092,-0.179695567,0.2880614,0.179469104,0.161339862,175.5,0
95179,65197.0,1.017271469,-0.371222073,1.059025201,1.557548164,-0.613069456,1.093494172,-0.693083765,0.512641185,1.186060742,-0.223632692,0.101566039,0.950749701,-1.442167233,-0.331512484,-2.251036927,-0.797524063,0.470740271,-0.605528271,0.588652903,-0.216908296,-0.385551752,-0.77327664,0.026275359,-0.331154465,0.392631038,-0.50526262,0.075433897,0.016549547,32.31,0
280658,169668.0,1.788830464,-0.069284702,-0.252166707,3.68391202,0.069527793,1.049356896,-0.588178808,0.291598251,-0.053322633,1.370291972,-2.241226316,-1.06433092,-0.870469752,-0.09738725,-0.359184718,1.474733574,-1.127826157,0.507159198,-1.511487406,-0.158012352,0.206095156,0.474896759,0.052462113,0.042463517,-0.138254302,0.090689756,-0.009837607,-0.022194151,75.6,0
39335,39798.0,1.148226621,0.618039386,0.195129718,2.43313094,0.089134973,-0.644232455,0.434982804,-0.110582569,-1.221518152,0.921040613,1.225612196,0.25412818,-0.871992452,0.873684315,-0.42878073,0.50147677,-0.612505203,0.018312241,-0.673064951,-0.182352955,0.049048861,0.021393932,-0.093442529,0.528060101,0.644214894,0.039216845,-0.050301286,0.002611546,15.18,0
13892,24657.0,1.049359706,-0.906334345,0.444766887,0.538338189,-0.750768157,0.666466416,-0.800215678,0.098134734,0.736752101,0.445125452,0.576076653,-2.500151443,1.457444748,1.451319322,-0.957837188,-0.895742315,0.034493169,2.674189781,-0.63209921,-0.273284186,-0.334772489,-0.471454149,-0.321796656,-0.927993749,0.552131087,-0.219730189,0.013888665,0.030419865,158.0,0
131031,79485.0,1.03128012,-0.251144326,0.833966941,1.022957371,-0.491964643,0.553349918,-0.504527557,0.180946655,0.412436215,-0.03330288,0.43783129,1.321045065,1.193881636,-0.297281779,-0.122149034,0.641201164,-1.013518723,0.863789986,0.136840592,0.134358891,0.182518768,0.543087682,-0.289194068,-0.447252012,0.597865245,-0.236194841,0.055981999,0.033399592,86.0,0
270277,163999.0,0.020024284,0.724711699,0.121956827,-0.792695299,0.591336393,-0.504027662,0.830912664,0.045629777,-0.130667215,-0.223515344,0.297982586,0.190677687,-0.991521052,0.486281812,-0.919387648,0.207647348,-0.69208941,-0.090496205,0.290138735,-0.080632064,-0.239650133,-0.589084554,0.030522476,-0.500155591,-0.513796597,0.153918896,0.23901649,0.08057138,5.35,0
157330,109837.0,-1.148026073,0.304422494,2.078900198,-0.348926605,0.501507029,0.394917303,-0.003609967,0.351236584,1.593894386,-1.126627639,1.226244184,-2.324604993,0.562501549,1.391484553,-1.648750328,1.151844475,-0.70754964,1.113648577,-1.887978516,-0.319519001,0.036691001,0.144052726,-0.05499665,0.560586514,-0.171462746,-1.038126211,-0.034359987,0.213159528,40.75,0
40611,40316.0,-0.754087321,0.220425384,2.278072894,1.460914385,-0.121749524,0.824833611,-0.480566689,0.503644829,0.324191168,-0.099793764,0.561215941,0.548081083,-1.028944595,-0.237160593,-0.831103172,-0.940217907,0.51207113,0.313494399,1.011501543,-0.029739979,0.271328041,1.034171257,-0.197873818,0.062144422,-0.229359708,-0.07059216,0.061021723,0.205449131,0.0,0
231642,146853.0,0.055795788,-0.398744958,1.365060234,-1.220484777,-0.610348041,-0.164834469,-0.083840122,-0.105645891,-0.867914062,0.664287277,0.852639075,-0.585271116,-0.509267028,-0.365602144,-0.206392882,0.74441566,0.22130222,-0.407364396,1.630982335,0.319660561,0.476411249,1.48035695,-0.051297328,0.049401639,-0.795814586,-0.050443545,0.046080065,-0.026282156,49.98,0
139690,83295.0,1.320941011,0.405852058,-0.269351294,0.784110874,0.542347683,-0.124334169,0.312895042,-0.237618153,-0.16492613,-0.035471017,-1.372195196,0.577273732,1.843401465,-0.010200613,0.848023019,0.383559355,-1.025779434,0.111065659,0.1421255,0.028178253,-0.038895302,-0.006421687,-0.301709118,-0.960038507,0.924104127,-0.248243167,0.020096268,0.011688032,16.33,0
18117,29201.0,1.297117103,0.295384577,-0.152325932,0.302122146,0.27573297,-0.081935081,-0.022286455,0.000682047,-0.188900768,-0.119742979,0.636422552,0.68682888,0.622605796,-0.216052174,0.447456427,1.001655599,-0.695698092,0.542049183,0.529115371,-0.016269433,-0.309817391,-0.908161712,-0.030645914,-0.883152301,0.351062815,0.149111592,-0.026363636,0.009136889,0.99,0
141831,84503.0,-0.644405932,-0.376818848,1.328800753,-1.624241156,0.94150685,1.455405869,-0.578114373,0.710091148,1.380517835,-1.597208735,-0.450017765,0.624387637,0.051742985,-0.145842261,2.11022726,-1.604293396,0.738324078,-1.287963012,-0.540919866,-0.080502339,0.23780574,0.94702373,0.041706451,-1.782835464,-0.7930655,-0.658084673,0.322833192,0.187467653,1.0,0
205174,135623.0,-0.761927493,0.486265885,0.523265699,-0.696364918,1.70288758,-0.724620588,1.049178346,-0.46716317,-0.100308448,-0.303748904,1.14787802,-0.098107683,-1.016870402,-1.045515209,-0.704002212,0.269036369,0.054662139,0.31005934,0.258441067,-0.089875876,-0.33527041,-0.709648058,-0.214889165,0.664804314,-0.456001098,0.047969525,-0.497439897,-0.244993622,0.89,0
56540,47477.0,1.272238032,-0.678364248,0.861000536,-0.542077322,-1.435434481,-0.767281023,-0.709128758,-0.149139963,-0.676591324,0.599507688,-0.376716423,0.233534665,1.0897111,-0.246378174,1.153497046,-0.913236855,-0.239961131,0.999231441,-0.901711126,-0.324069441,-0.438078689,-0.87496776,0.15516318,0.416164248,-0.086120773,0.849240024,-0.034530687,0.030995331,54.18,0
249414,154395.0,-0.38296506,1.408685442,-1.529390391,1.201789908,-0.368316131,0.925777912,-0.062747464,0.876465083,-0.099220933,-1.027556718,0.227103911,0.696245951,0.59457808,-1.06066557,1.814434103,-1.695814875,3.285548781,-0.947919631,1.468052597,-0.24197303,0.000799466,0.202570994,0.269778278,-1.047976763,-0.789738372,0.347174229,-0.459186328,-0.190826711,110.12,0
147,92.0,0.607153014,-0.957413454,0.761504743,1.590050449,-1.177297903,0.011231909,-0.166991305,0.152720248,0.742860452,-0.151018328,0.721459239,0.710085754,-1.329435269,0.130804276,-1.12238229,-0.17529728,-0.059694845,0.336360544,0.154421941,0.304713576,0.166237128,0.100681792,-0.31700078,0.543778052,0.484232348,-0.330425244,-0.001545351,0.062097987,268.78,0
33218,37137.0,-0.388132327,1.202076961,1.876556485,3.050688285,0.147007941,0.771346965,0.531077781,0.218619971,-1.056259415,0.540529749,1.601217523,-0.060748614,-0.956394168,-1.151222957,-0.063913646,-0.259797399,1.330357591,0.218041255,0.843122779,0.372205104,-0.307220044,-0.55530659,-0.035322869,0.079655747,0.065448931,0.099787793,0.100028845,-0.168025183,44.74,0
248086,153790.0,2.075013902,-1.331194341,0.257760104,-0.715151096,-1.496807342,0.570540527,-1.781122005,0.36911212,0.748240316,0.668247563,0.397342976,0.519973066,0.039952409,-1.034241347,-1.69932997,1.105779286,0.241919685,-0.789742114,1.094458866,-0.031797889,0.183020552,0.780387664,0.269328059,0.797638667,-0.357502945,-0.244888117,0.054288877,-0.040468821,1.0,0
164780,116986.0,-0.996348812,-0.093418166,1.612785496,-0.525613434,0.2943173,-0.625386263,0.268351409,-0.123029903,0.826090877,-0.250114566,-1.389087117,-0.743970945,-1.02606961,-0.391594751,0.145639342,0.226214533,-0.624453749,0.305842863,-0.263606718,0.056464263,0.152864492,0.754706774,-0.299526159,-0.065773474,-0.113798285,0.604781234,0.053585226,0.018402645,47.18,0
113625,73140.0,-0.525133198,-0.498639297,1.226500286,-1.428849322,-0.504369755,-0.422085217,-0.157994472,-0.212485852,-2.591576393,1.145373634,-0.424626416,-0.514734356,1.301664765,-0.608327166,-0.048064297,-1.683275409,1.352636303,-0.639299759,0.552238182,-0.247367848,-0.085259667,0.367525195,-0.242446501,0.135282943,0.028370654,0.011631231,0.095756303,0.078008459,59.0,0
78350,57487.0,0.930739806,-0.777540851,0.356797475,-0.787641874,-0.838480718,-0.195376705,-0.287505015,0.119079249,1.347337654,-0.978665948,1.452981378,1.384078601,-0.410422827,0.323018189,0.65113604,-0.759950309,0.007458433,0.124872615,0.541511243,0.099836765,0.15137118,0.378837107,-0.196857135,0.053950491,0.518121914,-0.627017175,0.058689442,0.035239323,133.49,0
226865,144832.0,-0.551307312,1.214973109,-0.254111663,-0.61646639,0.109829876,-1.1255761,0.629543085,0.246704607,0.017781792,-0.321946877,-1.212872647,0.166222581,-0.076707106,0.386107951,-0.392741066,0.063349171,-0.292830426,-0.656257122,-0.062362848,-0.025296301,-0.260578402,-0.651047655,0.108675442,-0.124984186,-0.402583006,0.154800425,0.235101355,0.082145414,9.99,0
55888,47175.0,0.198579712,-2.781423307,0.402175587,-0.057544065,-2.040855711,0.367973545,-0.514094327,0.117373483,-0.042162114,0.305374545,0.46075325,-0.086913977,-0.726949857,-0.437426052,-1.189501655,1.147564918,0.38744194,-0.7168551,1.147812456,1.198503733,0.374437865,-0.141063757,-0.547696474,0.051873429,0.155015202,-0.300844351,-0.065593741,0.111153986,590.74,0
181703,125088.0,2.158973235,-1.560909018,-0.463937994,-1.655482259,-1.444053871,-0.093263646,-1.449396573,0.057549057,-1.289912225,1.655961937,0.818228083,0.134167509,0.734915958,-0.463545946,-0.623039757,-0.044238212,0.103203124,0.318007819,0.132651432,-0.30364949,-0.331065691,-0.61605806,0.4595997,0.701760445,-0.629789817,-0.544354335,0.024505752,-0.030606507,49.9,0
151599,95724.0,2.018241719,-0.235916386,-0.923050185,0.732304946,0.269357749,0.459857914,-0.375568323,0.041895013,2.294145851,-0.33327913,0.791466018,-1.293247324,1.437252426,1.273318833,-3.039921216,-0.442171858,0.540973974,-0.144357811,0.888807171,-0.258615891,-0.518044561,-0.906963687,0.251509653,0.151247744,-0.099159064,0.04043143,-0.065423547,-0.073674481,0.01,0
120688,75923.0,-0.956489379,0.13075195,0.621611978,-1.325657987,0.728756247,-1.40213861,0.225625412,-0.390305849,-1.513062494,0.740893987,-0.664568467,-0.567205038,1.054115732,-0.286168301,0.191880393,0.689031486,0.175312111,-1.420129153,1.023563997,0.052199062,0.17617148,0.6922232,-0.566869887,-0.023325817,0.226275777,-0.125531791,0.218236269,0.116512883,10.0,0
82973,59635.0,0.843064869,-0.132621575,0.843519955,1.415890835,-0.684119162,-0.493814797,0.115842636,-0.088368839,-0.072975502,-0.121478933,0.510762481,1.015719266,0.94211746,0.1312903,1.25794678,-0.056822547,-0.140903386,-0.909094589,-1.034524598,0.177228812,-0.030261304,-0.353994044,0.06956561,0.588522851,0.125845237,-0.629147285,0.031190105,0.064336015,152.0,0
170384,120154.0,-0.384672782,-0.158320602,-0.18001078,-0.474497065,1.760250861,-0.791118834,0.588442002,-0.099551507,0.098492397,-0.754009256,-1.312493335,0.604476382,0.874944022,0.013679995,-0.506370365,-0.403890614,-0.527042918,-0.523538874,0.134615925,0.147782557,-0.066689104,-0.337953688,0.271405471,0.254213769,-0.490473417,-0.676813306,0.086327375,0.126934587,36.68,0
82384,59379.0,1.302914389,0.021512586,0.060882116,0.233413476,-0.470535247,-1.130580323,0.136805515,-0.239452491,0.36051554,-0.162746981,-0.629062496,-0.11034244,-0.843026805,0.311455452,0.185244615,-0.260555836,0.098067829,-0.663877747,0.30401321,-0.14865485,-0.098056655,-0.16769661,-0.074274037,0.469195481,0.52206096,1.09267567,-0.098521848,-0.009000416,2.0,0
200768,133568.0,-0.564548153,0.931584481,-0.204307114,-0.855192374,1.33478994,-0.210597114,0.944418184,-0.006999091,-0.361683862,-0.764053248,0.572400005,0.031642775,-0.698731636,-0.696787021,-0.813969753,0.53649947,0.073599024,0.424729221,0.260345524,-0.197844473,-0.21559026,-0.676185561,0.108514697,0.107719213,-0.60438085,0.077196478,-0.139155846,0.174163174,2.69,0
12164,21202.0,-0.828756056,1.587767151,1.772471437,1.571705425,1.044543833,-0.78043917,1.299742114,-0.297735766,-0.541271855,-0.430616189,0.299620336,-2.620406736,2.096661543,1.685039646,-1.179089836,0.416867543,0.005205616,-0.207784839,-1.584826009,-0.125321526,-0.098074967,-0.163932956,-0.399323096,0.324274459,0.741467875,-0.056379826,-0.050043216,0.048561367,4.58,0
159373,112418.0,-1.346544189,2.027268779,-1.489138401,-1.499727553,1.074309801,-1.045495852,1.416171104,-0.022507158,0.133654655,1.090215766,0.976156323,0.841169899,0.054319226,0.563836573,-0.760256617,-0.617795074,-0.638300718,-0.066372461,-0.035812799,0.482637707,0.112856373,1.012357435,-0.172634898,0.749906479,-0.148973533,-0.025093738,0.06964909,-0.279442399,1.51,0
109473,71402.0,1.131663158,-0.123332779,1.159843201,1.155444064,-0.805105541,0.297432928,-0.697651827,0.282162614,0.720289734,-0.019891221,0.537803326,0.832051054,-0.42542685,-0.096607397,-0.451112282,0.391179495,-0.594542869,0.593818636,0.205938039,-0.139133387,-0.037068289,0.043213932,-0.053785978,-0.016359606,0.414055827,-0.404061181,0.065368226,0.023838434,9.99,0
102665,68305.0,1.202668163,-0.091678606,-0.096028152,-0.066579529,-0.299495869,-0.835818311,0.157953275,-0.073666616,-0.077381775,0.060255403,0.9964155,0.037244443,-1.530424435,0.916232747,0.347152251,0.485522233,-0.482438978,-0.212365633,0.690136899,-0.07061481,-0.407264108,-1.425584229,0.139078867,-0.028913813,0.047173971,0.626394378,-0.122724566,-0.006219786,46.96,0
281265,170043.0,-3.387320688,2.805625253,-2.092785823,0.851088403,-0.571135538,-0.856623756,-0.111254214,1.37412329,-0.411432862,1.090423173,0.213870509,1.159965981,-0.311606828,1.510170144,-1.004736993,-0.631010334,0.565777325,0.161937747,0.938313252,-0.260515578,0.188408134,0.672437607,0.149763652,0.019530825,0.284595366,-0.417055864,-0.244463585,0.263357799,19.14,0
96867,65976.0,-1.660086164,0.992595036,0.575120511,-0.368242217,0.192826677,2.13671477,-1.454863057,-1.499766543,-0.216044271,-1.278298803,1.329705465,1.480139819,-0.927273561,0.680664049,-0.739872194,-0.9009135,1.046639391,-1.827772848,-1.874403465,0.065466236,-1.05338317,1.113858153,0.329960129,-1.010707719,-0.530589539,0.270906926,-0.301753291,-0.04771829,12.36,0
124445,77290.0,1.1580196,0.047187585,0.261395162,1.210434603,-0.075395712,0.289190928,-0.168529676,0.252841576,0.31545107,0.09868616,0.574468821,0.193276697,-1.88242715,0.583845316,-0.582294407,-0.351073067,-0.008344976,-0.165787097,0.059621566,-0.293956089,-0.096001916,-0.141618745,-0.087811406,-0.334983113,0.621373822,-0.303337834,0.025763086,-0.00245552,1.0,0
149000,90434.0,2.016275841,-0.16744975,-1.042631879,0.185026252,0.039715551,0.099476519,-0.792269341,0.182195059,2.568970527,-0.869047198,1.388512383,-2.598126305,0.183930836,0.590341576,-0.374244314,1.059118106,0.764196506,1.464222879,0.19851141,-0.266754531,-0.428893503,-0.959349805,0.349290344,-0.145065603,-0.500035666,-0.330431633,-0.020978791,-0.029258212,0.77,0
266332,162290.0,-2.88976312,2.926246557,-0.268501424,4.26192733,-0.871556127,1.374721244,-1.516024487,1.657160131,-1.237315493,1.990366024,-2.214038367,-0.030825359,1.196692138,0.417492445,0.629493495,0.549760867,0.361888231,0.785832347,1.191988638,-0.319685955,0.478911418,1.041105626,0.177318988,0.260210985,-0.564838275,0.332928033,-1.806686655,-0.436546652,0.0,0
141001,84073.0,1.15892326,-1.520182583,0.649035677,-1.345818634,-1.746881162,-0.212599322,-1.12373381,0.09385497,-1.94837034,1.496414784,1.583285604,-0.288370144,-0.137877469,-0.005377778,0.366574006,-0.302192708,0.562726135,-0.01156175,-0.421718634,-0.13115476,-0.206355046,-0.556565407,0.117428516,0.157174732,-0.063653088,-0.421708425,0.028740859,0.038916001,138.65,0
28985,35267.0,-1.125538164,-4.142736901,-0.152596235,1.127466912,-1.920110966,1.308796462,0.570452539,0.220972806,0.815517534,-0.823667447,1.262703071,1.174684463,-0.491344403,0.064206181,-0.338044312,-0.300599562,0.501729312,-0.747623522,-0.398721285,2.148915752,0.558736421,-0.715079545,-0.868752251,-0.173280567,-0.47456308,0.832984542,-0.22079669,0.195300467,1147.2,0
212198,138760.0,1.603406774,-1.833091851,-1.320701124,-0.726069471,-0.917142063,-0.41198422,-0.302363523,-0.170704205,-0.099619404,0.586731767,-1.049336095,-0.815263371,-0.389315207,-0.081814527,0.157148305,1.234888468,0.156145899,-1.65002723,0.876608595,0.591755657,-0.117361866,-1.140758137,0.208330549,0.412998285,-0.611786062,-0.722822849,-0.076820468,0.012888493,325.0,0
63272,50638.0,0.790369619,-0.751102641,1.691006996,1.659009015,-0.994412971,1.807466086,-1.142831351,0.70334292,1.3736342,-0.360167749,0.747552093,1.841115526,0.048702767,-0.888907204,-1.820947391,-0.920320499,0.609152156,-0.657981945,-0.288818547,-0.019732948,0.096786513,0.640489192,-0.129594132,-0.217902687,0.35986927,-0.193842252,0.124105819,0.037953795,96.88,0
116438,74277.0,-2.522201912,3.148968187,-1.662953862,0.864998268,-1.38969325,-1.640268272,-0.549775154,1.456583924,-0.002293112,1.09823816,-0.857880853,0.284565744,-0.725788956,1.532222107,0.667798429,-0.258066674,0.640534614,-0.062326779,0.100588264,0.161154889,0.204716368,0.443887901,0.365562438,0.676870234,-0.453182466,-0.426051664,0.183326464,0.279503716,1.79,0
174142,121791.0,-0.542652607,0.669273341,0.328650109,-1.375095497,1.445645718,-0.449707206,1.006688502,-0.06866663,-0.459711056,-0.83018381,-0.16665658,0.319056037,0.108763773,0.455656506,-0.571012536,0.478358258,-1.414740912,0.895793275,-0.205799788,-0.109030271,0.325881102,0.893106034,-0.579174438,-1.000289324,0.52903244,-0.148467155,0.075620256,0.104346595,1.0,0
254654,156843.0,-4.751571117,2.686168849,-1.562290963,-0.562760404,-2.759302389,-0.044807771,-3.055168577,3.470476009,-0.128479578,-1.119588738,-0.681936721,1.445305696,-0.391385339,2.010744469,-0.626947669,1.653952165,0.411381502,0.965168033,-0.017739348,-1.332067695,0.465950745,0.256468139,0.631006835,0.757843945,-0.487578399,0.202175416,-1.87749897,-0.322839818,4.99,0
201919,134091.0,1.981711117,-1.686214705,-2.72393748,-1.524190792,-0.436563946,-1.342819465,0.214253882,-0.586877091,-2.261829817,1.844664007,0.351461392,-0.759812393,-0.526549595,0.654572869,-1.267578092,-1.099411661,0.492250188,0.306093135,0.335401078,-0.079131511,0.265350864,0.784599994,-0.37529749,-0.284392909,0.565683045,0.282099313,-0.117927755,-0.066619284,222.0,0
209553,137613.0,0.119884997,0.365682219,0.775220843,-0.377295266,-0.214180415,-0.753711361,0.570135033,-0.749429334,-1.107777968,1.708990328,-0.48385434,-1.853848745,-0.682202896,-0.207009257,1.782385863,-0.400892973,0.984760755,-0.765652128,3.17864326,0.591701952,0.379100287,1.52186741,-0.44833464,0.116997338,-0.13282978,0.448370836,-0.189579682,-0.238764936,15.0,0
8806,12012.0,1.237537253,-0.12752135,0.54874828,0.20674771,-0.493976504,-0.205321408,-0.399521223,-0.04301269,1.838462497,-0.562376196,1.636486984,-1.480930825,1.494499549,1.394486545,-1.709408107,-0.099260125,0.555321857,0.168237653,0.670440561,-0.106699697,-0.234367152,-0.225064508,-0.10359105,0.036211648,0.430836095,1.076388681,-0.098961646,-0.019582664,9.8,0
259908,159330.0,2.121521819,-1.437619427,-1.143401724,-1.94632064,0.768896369,4.026263241,-2.257921818,1.159535224,0.348398712,0.740777608,0.009184461,-0.45486364,0.357976085,-0.594353799,1.33467076,1.699937561,-0.294959458,-0.760946915,-0.031259012,0.06122657,0.43739683,1.221893245,0.248637562,0.733304418,-0.399268813,-0.084137949,0.072625182,-0.038492355,3.4,0
50854,44675.0,1.141509572,-0.008502376,0.185650937,0.428187738,0.038607136,0.057082001,0.024991439,-0.035288064,0.057088952,-0.176055699,-0.636352234,0.556871572,1.122181921,0.049548349,1.285094456,0.28271915,-0.494334794,-0.802541058,-0.171450959,0.079451217,-0.287618706,-0.912714091,0.040721522,-0.760194702,0.174805338,0.106065812,-0.015986332,0.022980743,67.51,0
52518,45501.0,1.2671441,0.225157807,-0.155857302,0.542070079,0.00613957,-0.877961997,0.368255887,-0.302913213,-0.120714405,-0.039148652,-0.703573068,0.201901376,0.444453962,0.328136543,0.796076977,0.134077544,-0.485852048,-0.357435539,0.065124726,-0.020534515,-0.07071328,-0.211659647,-0.148755944,-0.068845136,0.63683962,0.394646387,-0.055432697,0.006205468,31.1,0
10526,17367.0,0.583905159,-0.775383504,1.240462365,2.195631635,-0.973115163,0.565968938,-0.245564228,0.080177509,2.380839744,-0.922835722,0.252452604,-1.041336229,2.04741924,0.630628693,-2.509402482,-1.270583927,1.593155498,-1.220538063,-0.234907897,0.283550317,-0.38727935,-0.919599116,-0.089019733,0.378154846,0.291962243,-0.597122412,0.02289492,0.070069812,257.28,0
238743,149802.0,2.058557117,0.570782612,-2.435453882,0.745920637,0.581460333,-1.733251107,0.359277769,-0.39054096,0.549348205,-1.192956123,0.029808271,-0.388971825,-0.200858815,-2.502196447,1.103614676,0.82385494,1.727862938,1.343692216,-0.641417397,-0.162220037,0.085402022,0.441132242,-0.063312723,-0.330438745,0.270730576,-0.092796127,0.018584383,0.005904975,1.0,0
201187,133768.0,2.021320653,-0.348229869,-1.042850352,0.586624524,-0.402463245,-1.004996501,-0.065192878,-0.213470462,1.072861883,0.050658255,-1.280200055,-0.208488772,-1.280699921,0.246590906,-0.466233782,-0.377648252,0.001089936,-0.42338255,0.132133506,-0.288378348,0.054379833,0.378115269,0.069959313,0.091294883,0.043566879,0.638115592,-0.071059767,-0.067975986,16.0,0
57815,48088.0,-2.085778849,-2.172743607,2.638552889,-1.420817114,0.526114861,0.302345646,-0.530660525,0.000126952,-0.574875103,0.403202229,1.620693376,0.043720423,0.187845259,-1.074255678,-0.241670509,0.826996362,0.16914502,-1.402809267,-0.421295511,0.233443951,0.369192447,1.331009548,-0.256691663,-0.20199626,0.292651921,-0.148329744,-0.282141857,-0.280179423,183.6,0
265885,162091.0,-0.65812014,1.325247257,-0.224537643,-0.622979266,0.099800572,-0.989076007,0.712245268,0.100875826,-0.082456403,-0.336658324,-0.978696577,0.545499744,0.574287655,0.22367557,-0.418578233,-0.063654137,-0.260163498,-0.858503164,-0.128473825,-0.176087525,-0.162991049,-0.532154071,0.147601601,-0.079805879,-0.485889103,0.110475394,-0.275649492,0.031909401,16.99,0
219944,141950.0,-0.495555799,-0.5117693,0.053538952,-3.359415102,2.079960811,3.828550499,-0.215632509,0.869358276,-0.665280032,0.100303855,-0.228411734,-0.961244325,-0.145760853,-0.647180267,-0.086603829,1.170465947,-0.332367611,-1.18528033,-0.352533006,0.431757392,0.326878529,0.962537595,-0.142344103,0.72348171,0.081078462,-0.175036897,0.193445265,-0.029206599,69.0,0
